Country,Year,DomesticType,ProductionType,DomesticConsumption,Production,Export,Import,ImporterConsumption,GreenInventory,ReExport
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Thailand,1992,Robusta/Arabica,Robusta/Arabica,13980000,75300000,69840000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
Togo,1992,Robusta,Robusta,60000,5160000,18780000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",1992,Robusta,Robusta,600000,840000,120000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Uganda,1992,Robusta/Arabica,Robusta/Arabica,4500000,131100000,117660000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
Venezuela,1992,Arabica,Arabica,50998200,72900000,8160000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
"Viet Nam",1992,Robusta/Arabica,Robusta/Arabica,15000000,140400000,116280000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Yemen,1992,Arabica,Arabica,0,0,2220000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
Angola,1993,Robusta/Arabica,Robusta/Arabica,1200000,1980000,2340000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
"Bolivia (Plurinational State of)",1993,Arabica,Arabica,1710000,3060000,2820000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
Brazil,1993,Arabica/Robusta,Arabica/Robusta,546000000,1690020000,1070280000,NULL,NULL,NULL,NULL
